"","DBN","school_name","year","tot_enrollment","num_female","num_male","Number_Asian","Number_Black","Number_Hispanic","Number_Categories_Unrepresented","Number_White","Num_Students_With_Disabilities","Num_English_Lang_Learners","Num_LowIncome","Borough","grades","gym_square_footage","gym_room_function","shared","location","has_other_purpose","number_gyms","prop_female","econ_as_num","UnderrepresentedProportion","Prop_LowIncome"
"1","01M015","P.S. 015 Roberto Clemente","2016-17",178,83,95,14,51,105,4,4,51,12,152,"Manhattan","Elementary",3243,"GYM","Y","Inside","N",2,0.466292134831461,89.2,0.898876404494382,0.853932584269663
"2","01M015","P.S. 015 Roberto Clemente","2016-17",178,83,95,14,51,105,4,4,51,12,152,"Manhattan","Elementary",14953,"OUTDOOR YARD","Y","Outside","N",2,0.466292134831461,89.2,0.898876404494382,0.853932584269663
"3","01M019","P.S. 019 Asher Levy","2016-17",271,127,144,24,51,180,1,15,88,9,207,"Manhattan","Elementary",3942,"GYM","Y","Inside","N",2,0.468634686346863,58.2,0.856088560885609,0.763837638376384
"4","01M019","P.S. 019 Asher Levy","2016-17",271,127,144,24,51,180,1,15,88,9,207,"Manhattan","Elementary",28121,"OUTDOOR YARD","Y","Outside","N",2,0.468634686346863,58.2,0.856088560885609,0.763837638376384
"5","01M020","P.S. 020 Anna Silver","2016-17",540,265,275,175,52,264,22,27,116,93,315,"Manhattan","Elementary",1080,"MULTI-PURPOSE CLASSROOM","N","Inside","Y",3,0.490740740740741,68,0.625925925925926,0.583333333333333
"6","01M020","P.S. 020 Anna Silver","2016-17",540,265,275,175,52,264,22,27,116,93,315,"Manhattan","Elementary",4000,"GYM","N","Inside","N",3,0.490740740740741,68,0.625925925925926,0.583333333333333
"7","01M020","P.S. 020 Anna Silver","2016-17",540,265,275,175,52,264,22,27,116,93,315,"Manhattan","Elementary",3191,"OUTDOOR YARD","N","Outside","N",3,0.490740740740741,68,0.625925925925926,0.583333333333333
"8","01M034","P.S. 034 Franklin D. Roosevelt","2016-17",350,170,180,19,102,216,2,11,130,27,348,"Manhattan","K-8",3450,"GYM","N","Inside","N",3,0.485714285714286,86.8,0.914285714285714,0.994285714285714
"9","01M034","P.S. 034 Franklin D. Roosevelt","2016-17",350,170,180,19,102,216,2,11,130,27,348,"Manhattan","K-8",676,"MULTI-PURPOSE CLASSROOM","N","Inside","Y",3,0.485714285714286,86.8,0.914285714285714,0.994285714285714
"10","01M034","P.S. 034 Franklin D. Roosevelt","2016-17",350,170,180,19,102,216,2,11,130,27,348,"Manhattan","K-8",27457,"OUTDOOR YARD","N","Outside","N",3,0.485714285714286,86.8,0.914285714285714,0.994285714285714
"11","01M063","The STAR Academy - P.S.63","2016-17",200,97,103,8,37,129,5,21,66,5,165,"Manhattan","Elementary",728,"DANCE ROOM","Y","Inside","N",3,0.485,67.9,0.855,0.825
"12","01M063","The STAR Academy - P.S.63","2016-17",200,97,103,8,37,129,5,21,66,5,165,"Manhattan","Elementary",1500,"GYM","Y","Inside","N",3,0.485,67.9,0.855,0.825
"13","01M063","The STAR Academy - P.S.63","2016-17",200,97,103,8,37,129,5,21,66,5,165,"Manhattan","Elementary",1740,"GYM","Y","Inside","N",3,0.485,67.9,0.855,0.825
"14","01M064","P.S. 064 Robert Simon","2016-17",247,104,143,13,48,167,3,16,81,10,239,"Manhattan","Elementary",1650,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",5,0.421052631578947,83,0.882591093117409,0.967611336032389
"15","01M064","P.S. 064 Robert Simon","2016-17",247,104,143,13,48,167,3,16,81,10,239,"Manhattan","Elementary",1344,"DANCE ROOM","Y","Inside","N",5,0.421052631578947,83,0.882591093117409,0.967611336032389
"16","01M064","P.S. 064 Robert Simon","2016-17",247,104,143,13,48,167,3,16,81,10,239,"Manhattan","Elementary",6336,"GYM","Y","Inside","N",5,0.421052631578947,83,0.882591093117409,0.967611336032389
"17","01M064","P.S. 064 Robert Simon","2016-17",247,104,143,13,48,167,3,16,81,10,239,"Manhattan","Elementary",13310,"OUTDOOR YARD","Y","Outside","N",5,0.421052631578947,83,0.882591093117409,0.967611336032389
"18","01M064","P.S. 064 Robert Simon","2016-17",247,104,143,13,48,167,3,16,81,10,239,"Manhattan","Elementary",14159,"OUTDOOR YARD","Y","Outside","N",5,0.421052631578947,83,0.882591093117409,0.967611336032389
"19","01M110","P.S. 110 Florence Nightingale","2016-17",383,179,204,70,37,161,10,105,55,20,221,"Manhattan","Elementary",3367,"GYM","N","Inside","N",2,0.467362924281984,49.7,0.543080939947781,0.577023498694517
"20","01M110","P.S. 110 Florence Nightingale","2016-17",383,179,204,70,37,161,10,105,55,20,221,"Manhattan","Elementary",4089,"OUTDOOR YARD","N","Outside","N",2,0.467362924281984,49.7,0.543080939947781,0.577023498694517
"21","01M134","P.S. 134 Henrietta Szold","2016-17",354,171,183,55,71,213,5,10,143,33,319,"Manhattan","Elementary",920,"DANCE ROOM","N","Inside","N",3,0.483050847457627,83.5,0.81638418079096,0.901129943502825
"22","01M134","P.S. 134 Henrietta Szold","2016-17",354,171,183,55,71,213,5,10,143,33,319,"Manhattan","Elementary",528,"DANCE ROOM","N","Inside","N",3,0.483050847457627,83.5,0.81638418079096,0.901129943502825
"23","01M134","P.S. 134 Henrietta Szold","2016-17",354,171,183,55,71,213,5,10,143,33,319,"Manhattan","Elementary",3850,"GYM","N","Inside","N",3,0.483050847457627,83.5,0.81638418079096,0.901129943502825
"24","01M140","P.S. 140 Nathan Straus","2016-17",382,182,200,18,45,304,4,11,124,45,287,"Manhattan","K-8",3850,"GYM","N","Inside","N",2,0.476439790575916,84.3,0.924083769633508,0.75130890052356
"25","01M140","P.S. 140 Nathan Straus","2016-17",382,182,200,18,45,304,4,11,124,45,287,"Manhattan","K-8",2890,"OUTDOOR YARD","N","Outside","N",2,0.476439790575916,84.3,0.924083769633508,0.75130890052356
"26","01M142","P.S. 142 Amalia Castro","2016-17",356,162,194,17,42,285,8,4,121,32,349,"Manhattan","Elementary",550,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.455056179775281,86.6,0.941011235955056,0.980337078651685
"27","01M142","P.S. 142 Amalia Castro","2016-17",356,162,194,17,42,285,8,4,121,32,349,"Manhattan","Elementary",3000,"GYM","Y","Inside","N",7,0.455056179775281,86.6,0.941011235955056,0.980337078651685
"28","01M142","P.S. 142 Amalia Castro","2016-17",356,162,194,17,42,285,8,4,121,32,349,"Manhattan","Elementary",520,"MULTI-PURPOSE ROOM","Y","Inside","Y",7,0.455056179775281,86.6,0.941011235955056,0.980337078651685
"29","01M142","P.S. 142 Amalia Castro","2016-17",356,162,194,17,42,285,8,4,121,32,349,"Manhattan","Elementary",528,"MULTI-PURPOSE ROOM","Y","Inside","Y",7,0.455056179775281,86.6,0.941011235955056,0.980337078651685
"30","01M142","P.S. 142 Amalia Castro","2016-17",356,162,194,17,42,285,8,4,121,32,349,"Manhattan","Elementary",550,"MULTI-PURPOSE ROOM","Y","Inside","Y",7,0.455056179775281,86.6,0.941011235955056,0.980337078651685
"31","01M142","P.S. 142 Amalia Castro","2016-17",356,162,194,17,42,285,8,4,121,32,349,"Manhattan","Elementary",26472,"OUTDOOR YARD","Y","Outside","N",7,0.455056179775281,86.6,0.941011235955056,0.980337078651685
"32","01M142","P.S. 142 Amalia Castro","2016-17",356,162,194,17,42,285,8,4,121,32,349,"Manhattan","Elementary",7098,"OUTDOOR YARD","Y","Outside","N",7,0.455056179775281,86.6,0.941011235955056,0.980337078651685
"33","01M184","P.S. 184m Shuang Wen","2016-17",672,330,342,468,30,81,36,57,125,109,461,"Manhattan","K-8",4620,"MULTI-PURPOSE ROOM","N","Inside","Y",3,0.491071428571429,54,0.21875,0.686011904761905
"34","01M184","P.S. 184m Shuang Wen","2016-17",672,330,342,468,30,81,36,57,125,109,461,"Manhattan","K-8",1350,"DANCE ROOM","N","Inside","N",3,0.491071428571429,54,0.21875,0.686011904761905
"35","01M184","P.S. 184m Shuang Wen","2016-17",672,330,342,468,30,81,36,57,125,109,461,"Manhattan","K-8",48593,"OUTDOOR YARD","N","Outside","N",3,0.491071428571429,54,0.21875,0.686011904761905
"36","01M188","P.S. 188 The Island School","2016-17",445,195,250,10,141,278,1,15,138,64,382,"Manhattan","K-8",3792,"MULTI-PURPOSE ROOM","Y","Inside","Y",4,0.438202247191011,92.9,0.943820224719101,0.858426966292135
"37","01M188","P.S. 188 The Island School","2016-17",445,195,250,10,141,278,1,15,138,64,382,"Manhattan","K-8",792,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",4,0.438202247191011,92.9,0.943820224719101,0.858426966292135
"38","01M188","P.S. 188 The Island School","2016-17",445,195,250,10,141,278,1,15,138,64,382,"Manhattan","K-8",621,"MULTI-PURPOSE ROOM","Y","Inside","Y",4,0.438202247191011,92.9,0.943820224719101,0.858426966292135
"39","01M188","P.S. 188 The Island School","2016-17",445,195,250,10,141,278,1,15,138,64,382,"Manhattan","K-8",9720,"GYM","Y","Inside","N",4,0.438202247191011,92.9,0.943820224719101,0.858426966292135
"40","01M292","Orchard Collegiate Academy","2016-17",140,53,87,21,34,77,1,7,38,20,128,"Manhattan","High school",378,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",4,0.378571428571429,84.4,0.8,0.914285714285714
"41","01M292","Orchard Collegiate Academy","2016-17",140,53,87,21,34,77,1,7,38,20,128,"Manhattan","High school",816,"DANCE ROOM","Y","Inside","N",4,0.378571428571429,84.4,0.8,0.914285714285714
"42","01M292","Orchard Collegiate Academy","2016-17",140,53,87,21,34,77,1,7,38,20,128,"Manhattan","High school",6500,"GYM","Y","Inside","N",4,0.378571428571429,84.4,0.8,0.914285714285714
"43","01M292","Orchard Collegiate Academy","2016-17",140,53,87,21,34,77,1,7,38,20,128,"Manhattan","High school",23204,"OUTDOOR YARD","Y","Outside","N",4,0.378571428571429,84.4,0.8,0.914285714285714
"44","01M301","Technology, Arts, and Sciences Studio","2016-17",127,60,67,11,41,65,4,6,56,6,98,"Manhattan","Junior High-Intermediate-Middle",3942,"GYM","Y","Inside","N",2,0.47244094488189,73.7,0.866141732283465,0.771653543307087
"45","01M301","Technology, Arts, and Sciences Studio","2016-17",127,60,67,11,41,65,4,6,56,6,98,"Manhattan","Junior High-Intermediate-Middle",28121,"OUTDOOR YARD","Y","Outside","N",2,0.47244094488189,73.7,0.866141732283465,0.771653543307087
"46","01M315","The East Village Community School","2016-17",315,155,160,32,17,61,21,184,59,4,71,"Manhattan","Elementary",728,"AUXILIARY EXERCISE ROOM","Y","Inside","N",2,0.492063492063492,27.9,0.314285714285714,0.225396825396825
"47","01M315","The East Village Community School","2016-17",315,155,160,32,17,61,21,184,59,4,71,"Manhattan","Elementary",10622,"OUTDOOR YARD","Y","Outside","N",2,0.492063492063492,27.9,0.314285714285714,0.225396825396825
"48","01M332","University Neighborhood Middle School","2016-17",234,102,132,22,67,133,1,11,109,23,205,"Manhattan","Junior High-Intermediate-Middle",378,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",4,0.435897435897436,79.7,0.858974358974359,0.876068376068376
"49","01M332","University Neighborhood Middle School","2016-17",234,102,132,22,67,133,1,11,109,23,205,"Manhattan","Junior High-Intermediate-Middle",816,"DANCE ROOM","Y","Inside","N",4,0.435897435897436,79.7,0.858974358974359,0.876068376068376
"50","01M332","University Neighborhood Middle School","2016-17",234,102,132,22,67,133,1,11,109,23,205,"Manhattan","Junior High-Intermediate-Middle",6500,"GYM","Y","Inside","N",4,0.435897435897436,79.7,0.858974358974359,0.876068376068376
"51","01M332","University Neighborhood Middle School","2016-17",234,102,132,22,67,133,1,11,109,23,205,"Manhattan","Junior High-Intermediate-Middle",23204,"OUTDOOR YARD","Y","Outside","N",4,0.435897435897436,79.7,0.858974358974359,0.876068376068376
"52","01M361","The Children's Workshop School","2016-17",295,140,155,30,29,114,14,108,67,12,142,"Manhattan","Elementary",728,"AUXILIARY EXERCISE ROOM","Y","Inside","N",2,0.474576271186441,46.9,0.532203389830509,0.48135593220339
"53","01M361","The Children's Workshop School","2016-17",295,140,155,30,29,114,14,108,67,12,142,"Manhattan","Elementary",10622,"OUTDOOR YARD","Y","Outside","N",2,0.474576271186441,46.9,0.532203389830509,0.48135593220339
"54","01M363","Neighborhood School","2016-17",304,148,156,15,33,105,9,142,69,10,121,"Manhattan","Elementary",728,"DANCE ROOM","Y","Inside","N",3,0.486842105263158,40.5,0.483552631578947,0.398026315789474
"55","01M363","Neighborhood School","2016-17",304,148,156,15,33,105,9,142,69,10,121,"Manhattan","Elementary",1500,"GYM","Y","Inside","N",3,0.486842105263158,40.5,0.483552631578947,0.398026315789474
"56","01M363","Neighborhood School","2016-17",304,148,156,15,33,105,9,142,69,10,121,"Manhattan","Elementary",1740,"GYM","Y","Inside","N",3,0.486842105263158,40.5,0.483552631578947,0.398026315789474
"57","01M364","Earth School","2016-17",331,163,168,20,43,113,28,127,85,17,164,"Manhattan","Elementary",1650,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",5,0.492447129909366,45.2,0.555891238670695,0.495468277945619
"58","01M364","Earth School","2016-17",331,163,168,20,43,113,28,127,85,17,164,"Manhattan","Elementary",1344,"DANCE ROOM","Y","Inside","N",5,0.492447129909366,45.2,0.555891238670695,0.495468277945619
"59","01M364","Earth School","2016-17",331,163,168,20,43,113,28,127,85,17,164,"Manhattan","Elementary",6336,"GYM","Y","Inside","N",5,0.492447129909366,45.2,0.555891238670695,0.495468277945619
"60","01M364","Earth School","2016-17",331,163,168,20,43,113,28,127,85,17,164,"Manhattan","Elementary",13310,"OUTDOOR YARD","Y","Outside","N",5,0.492447129909366,45.2,0.555891238670695,0.495468277945619
"61","01M364","Earth School","2016-17",331,163,168,20,43,113,28,127,85,17,164,"Manhattan","Elementary",14159,"OUTDOOR YARD","Y","Outside","N",5,0.492447129909366,45.2,0.555891238670695,0.495468277945619
"62","01M378","School for Global Leaders","2016-17",283,126,157,41,77,156,4,5,103,29,195,"Manhattan","Junior High-Intermediate-Middle",840,"ADAPTIVE PHYSICAL EDUCATION","Y","Inside","N",6,0.445229681978799,75.3,0.837455830388693,0.68904593639576
"63","01M378","School for Global Leaders","2016-17",283,126,157,41,77,156,4,5,103,29,195,"Manhattan","Junior High-Intermediate-Middle",1591,"WEIGHT ROOM","Y","Inside","N",6,0.445229681978799,75.3,0.837455830388693,0.68904593639576
"64","01M378","School for Global Leaders","2016-17",283,126,157,41,77,156,4,5,103,29,195,"Manhattan","Junior High-Intermediate-Middle",806,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",6,0.445229681978799,75.3,0.837455830388693,0.68904593639576
"65","01M378","School for Global Leaders","2016-17",283,126,157,41,77,156,4,5,103,29,195,"Manhattan","Junior High-Intermediate-Middle",682,"WEIGHT ROOM","Y","Inside","N",6,0.445229681978799,75.3,0.837455830388693,0.68904593639576
"66","01M378","School for Global Leaders","2016-17",283,126,157,41,77,156,4,5,103,29,195,"Manhattan","Junior High-Intermediate-Middle",5251,"GYM","Y","Inside","N",6,0.445229681978799,75.3,0.837455830388693,0.68904593639576
"67","01M378","School for Global Leaders","2016-17",283,126,157,41,77,156,4,5,103,29,195,"Manhattan","Junior High-Intermediate-Middle",24232,"OUTDOOR YARD","Y","Outside","N",6,0.445229681978799,75.3,0.837455830388693,0.68904593639576
"68","01M448","University Neighborhood High School","2016-17",392,176,216,119,94,166,2,11,58,35,351,"Manhattan","High school",990,"DANCE ROOM","N","Inside","N",3,0.448979591836735,75.4,0.668367346938776,0.895408163265306
"69","01M448","University Neighborhood High School","2016-17",392,176,216,119,94,166,2,11,58,35,351,"Manhattan","High school",1104,"WEIGHT ROOM","N","Inside","N",3,0.448979591836735,75.4,0.668367346938776,0.895408163265306
"70","01M448","University Neighborhood High School","2016-17",392,176,216,119,94,166,2,11,58,35,351,"Manhattan","High school",4290,"MULTI-PURPOSE ROOM","N","Inside","Y",3,0.448979591836735,75.4,0.668367346938776,0.895408163265306
"71","01M450","East Side Community School","2016-17",699,335,364,78,126,381,21,93,200,4,475,"Manhattan","Secondary School",588,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.479256080114449,58,0.755364806866953,0.679542203147353
"72","01M450","East Side Community School","2016-17",699,335,364,78,126,381,21,93,200,4,475,"Manhattan","Secondary School",560,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.479256080114449,58,0.755364806866953,0.679542203147353
"73","01M450","East Side Community School","2016-17",699,335,364,78,126,381,21,93,200,4,475,"Manhattan","Secondary School",2790,"MULTI-PURPOSE ROOM","Y","Inside","Y",7,0.479256080114449,58,0.755364806866953,0.679542203147353
"74","01M450","East Side Community School","2016-17",699,335,364,78,126,381,21,93,200,4,475,"Manhattan","Secondary School",2652,"GYM","Y","Inside","N",7,0.479256080114449,58,0.755364806866953,0.679542203147353
"75","01M450","East Side Community School","2016-17",699,335,364,78,126,381,21,93,200,4,475,"Manhattan","Secondary School",2808,"GYM","Y","Inside","N",7,0.479256080114449,58,0.755364806866953,0.679542203147353
"76","01M450","East Side Community School","2016-17",699,335,364,78,126,381,21,93,200,4,475,"Manhattan","Secondary School",7350,"OUTDOOR YARD","Y","Outside","N",7,0.479256080114449,58,0.755364806866953,0.679542203147353
"77","01M450","East Side Community School","2016-17",699,335,364,78,126,381,21,93,200,4,475,"Manhattan","Secondary School",17931,"OUTDOOR YARD","Y","Outside","N",7,0.479256080114449,58,0.755364806866953,0.679542203147353
"78","01M458","Forsyth Satellite Academy","2016-17",212,123,89,1,76,127,1,7,45,11,145,"Manhattan","High school",567,"DANCE ROOM","Y","Inside","N",2,0.580188679245283,65.1,0.962264150943396,0.683962264150943
"79","01M458","Forsyth Satellite Academy","2016-17",212,123,89,1,76,127,1,7,45,11,145,"Manhattan","High school",2464,"GYM","Y","Inside","N",2,0.580188679245283,65.1,0.962264150943396,0.683962264150943
"80","01M509","Marta Valle High School","2016-17",204,126,78,6,72,121,1,4,60,18,186,"Manhattan","High school",840,"ADAPTIVE PHYSICAL EDUCATION","Y","Inside","N",6,0.617647058823529,76.2,0.950980392156863,0.911764705882353
"81","01M509","Marta Valle High School","2016-17",204,126,78,6,72,121,1,4,60,18,186,"Manhattan","High school",1591,"WEIGHT ROOM","Y","Inside","N",6,0.617647058823529,76.2,0.950980392156863,0.911764705882353
"82","01M509","Marta Valle High School","2016-17",204,126,78,6,72,121,1,4,60,18,186,"Manhattan","High school",806,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",6,0.617647058823529,76.2,0.950980392156863,0.911764705882353
"83","01M509","Marta Valle High School","2016-17",204,126,78,6,72,121,1,4,60,18,186,"Manhattan","High school",682,"WEIGHT ROOM","Y","Inside","N",6,0.617647058823529,76.2,0.950980392156863,0.911764705882353
"84","01M509","Marta Valle High School","2016-17",204,126,78,6,72,121,1,4,60,18,186,"Manhattan","High school",5251,"GYM","Y","Inside","N",6,0.617647058823529,76.2,0.950980392156863,0.911764705882353
"85","01M509","Marta Valle High School","2016-17",204,126,78,6,72,121,1,4,60,18,186,"Manhattan","High school",24232,"OUTDOOR YARD","Y","Outside","N",6,0.617647058823529,76.2,0.950980392156863,0.911764705882353
"86","01M515","Lower East Side Preparatory High School","2016-17",559,248,311,347,60,139,3,10,30,390,186,"Manhattan","High school",840,"ADAPTIVE PHYSICAL EDUCATION","Y","Inside","N",6,0.443649373881932,90.1,0.361359570661896,0.332737030411449
"87","01M515","Lower East Side Preparatory High School","2016-17",559,248,311,347,60,139,3,10,30,390,186,"Manhattan","High school",1591,"WEIGHT ROOM","Y","Inside","N",6,0.443649373881932,90.1,0.361359570661896,0.332737030411449
"88","01M515","Lower East Side Preparatory High School","2016-17",559,248,311,347,60,139,3,10,30,390,186,"Manhattan","High school",806,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",6,0.443649373881932,90.1,0.361359570661896,0.332737030411449
"89","01M515","Lower East Side Preparatory High School","2016-17",559,248,311,347,60,139,3,10,30,390,186,"Manhattan","High school",682,"WEIGHT ROOM","Y","Inside","N",6,0.443649373881932,90.1,0.361359570661896,0.332737030411449
"90","01M515","Lower East Side Preparatory High School","2016-17",559,248,311,347,60,139,3,10,30,390,186,"Manhattan","High school",5251,"GYM","Y","Inside","N",6,0.443649373881932,90.1,0.361359570661896,0.332737030411449
"91","01M515","Lower East Side Preparatory High School","2016-17",559,248,311,347,60,139,3,10,30,390,186,"Manhattan","High school",24232,"OUTDOOR YARD","Y","Outside","N",6,0.443649373881932,90.1,0.361359570661896,0.332737030411449
"92","01M539","New Explorations into Science, Technology and Math","2016-17",1745,866,879,579,140,193,113,720,107,7,441,"Manhattan","K-12 all grades",770,"MULTI-PURPOSE CLASSROOM","N","Inside","Y",3,0.496275071633238,23.3,0.255587392550143,0.252722063037249
"93","01M539","New Explorations into Science, Technology and Math","2016-17",1745,866,879,579,140,193,113,720,107,7,441,"Manhattan","K-12 all grades",6600,"GYM","N","Inside","N",3,0.496275071633238,23.3,0.255587392550143,0.252722063037249
"94","01M539","New Explorations into Science, Technology and Math","2016-17",1745,866,879,579,140,193,113,720,107,7,441,"Manhattan","K-12 all grades",6489,"OUTDOOR YARD","N","Outside","N",3,0.496275071633238,23.3,0.255587392550143,0.252722063037249
"95","01M650","Cascades High School","2016-17",239,124,115,9,82,131,4,13,29,6,185,"Manhattan","High school",567,"DANCE ROOM","Y","Inside","N",2,0.518828451882845,70,0.907949790794979,0.774058577405858
"96","01M650","Cascades High School","2016-17",239,124,115,9,82,131,4,13,29,6,185,"Manhattan","High school",2464,"GYM","Y","Inside","N",2,0.518828451882845,70,0.907949790794979,0.774058577405858
"97","01M696","Bard High School Early College","2016-17",548,338,210,141,88,97,9,213,16,0,250,"Manhattan","High school",675,"MULTI-PURPOSE ROOM","N","Inside","Y",2,0.616788321167883,38.2,0.354014598540146,0.456204379562044
"98","01M696","Bard High School Early College","2016-17",548,338,210,141,88,97,9,213,16,0,250,"Manhattan","High school",1147,"GYM","N","Inside","N",2,0.616788321167883,38.2,0.354014598540146,0.456204379562044
"99","01M839","Tompkins Square Middle School","2016-17",374,200,174,99,60,132,11,72,103,14,251,"Manhattan","Junior High-Intermediate-Middle",1650,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",5,0.53475935828877,58.4,0.542780748663102,0.671122994652406
"100","01M839","Tompkins Square Middle School","2016-17",374,200,174,99,60,132,11,72,103,14,251,"Manhattan","Junior High-Intermediate-Middle",1344,"DANCE ROOM","Y","Inside","N",5,0.53475935828877,58.4,0.542780748663102,0.671122994652406
"101","01M839","Tompkins Square Middle School","2016-17",374,200,174,99,60,132,11,72,103,14,251,"Manhattan","Junior High-Intermediate-Middle",6336,"GYM","Y","Inside","N",5,0.53475935828877,58.4,0.542780748663102,0.671122994652406
"102","01M839","Tompkins Square Middle School","2016-17",374,200,174,99,60,132,11,72,103,14,251,"Manhattan","Junior High-Intermediate-Middle",13310,"OUTDOOR YARD","Y","Outside","N",5,0.53475935828877,58.4,0.542780748663102,0.671122994652406
"103","01M839","Tompkins Square Middle School","2016-17",374,200,174,99,60,132,11,72,103,14,251,"Manhattan","Junior High-Intermediate-Middle",14159,"OUTDOOR YARD","Y","Outside","N",5,0.53475935828877,58.4,0.542780748663102,0.671122994652406
"104","02M001","P.S. 001 Alfred E. Smith","2016-17",356,178,178,216,41,84,4,11,89,83,204,"Manhattan","Elementary",525,"ADAPTIVE PHYSICAL EDUCATION","N","Inside","N",4,0.5,65.6,0.362359550561798,0.573033707865168
"105","02M001","P.S. 001 Alfred E. Smith","2016-17",356,178,178,216,41,84,4,11,89,83,204,"Manhattan","Elementary",5472,"MULTI-PURPOSE ROOM","N","Inside","Y",4,0.5,65.6,0.362359550561798,0.573033707865168
"106","02M001","P.S. 001 Alfred E. Smith","2016-17",356,178,178,216,41,84,4,11,89,83,204,"Manhattan","Elementary",3584,"GYM","N","Inside","N",4,0.5,65.6,0.362359550561798,0.573033707865168
"107","02M001","P.S. 001 Alfred E. Smith","2016-17",356,178,178,216,41,84,4,11,89,83,204,"Manhattan","Elementary",4872,"OUTDOOR YARD","N","Outside","N",4,0.5,65.6,0.362359550561798,0.573033707865168
"108","02M002","P.S. 002 Meyer London","2016-17",603,283,320,487,34,75,0,7,121,191,579,"Manhattan","Elementary",3819,"GYM","N","Inside","N",2,0.469320066334992,79.6,0.180762852404643,0.960199004975124
"109","02M002","P.S. 002 Meyer London","2016-17",603,283,320,487,34,75,0,7,121,191,579,"Manhattan","Elementary",36183,"OUTDOOR YARD","N","Outside","N",2,0.469320066334992,79.6,0.180762852404643,0.960199004975124
"110","02M003","P.S. 003 Charrette School","2016-17",778,393,385,52,42,105,41,538,146,32,115,"Manhattan","Elementary",546,"DANCE ROOM","N","Inside","N",3,0.505141388174807,14,0.241645244215938,0.147814910025707
"111","02M003","P.S. 003 Charrette School","2016-17",778,393,385,52,42,105,41,538,146,32,115,"Manhattan","Elementary",945,"DANCE ROOM","N","Inside","N",3,0.505141388174807,14,0.241645244215938,0.147814910025707
"112","02M003","P.S. 003 Charrette School","2016-17",778,393,385,52,42,105,41,538,146,32,115,"Manhattan","Elementary",276,"MULTI-PURPOSE CLASSROOM","N","Inside","Y",3,0.505141388174807,14,0.241645244215938,0.147814910025707
"113","02M006","P.S. 006 Lillie D. Blake","2016-17",683,330,353,89,14,50,18,512,114,22,44,"Manhattan","Elementary",3710,"GYM","N","Inside","N",2,0.483162518301611,9.7,0.120058565153734,0.0644216691068814
"114","02M006","P.S. 006 Lillie D. Blake","2016-17",683,330,353,89,14,50,18,512,114,22,44,"Manhattan","Elementary",19173,"OUTDOOR YARD","N","Outside","N",2,0.483162518301611,9.7,0.120058565153734,0.0644216691068814
"115","02M011","P.S. 011 William T. Harris","2016-17",931,464,467,139,68,224,42,458,125,32,262,"Manhattan","Elementary",1254,"DANCE ROOM","N","Inside","N",4,0.498388829215897,29.2,0.35875402792696,0.281417830290011
"116","02M011","P.S. 011 William T. Harris","2016-17",931,464,467,139,68,224,42,458,125,32,262,"Manhattan","Elementary",1232,"GYM","N","Inside","N",4,0.498388829215897,29.2,0.35875402792696,0.281417830290011
"117","02M011","P.S. 011 William T. Harris","2016-17",931,464,467,139,68,224,42,458,125,32,262,"Manhattan","Elementary",14192,"OUTDOOR YARD","N","Outside","N",4,0.498388829215897,29.2,0.35875402792696,0.281417830290011
"118","02M011","P.S. 011 William T. Harris","2016-17",931,464,467,139,68,224,42,458,125,32,262,"Manhattan","Elementary",4674,"SWIMMING POOL","N","Inside","N",4,0.498388829215897,29.2,0.35875402792696,0.281417830290011
"119","02M033","P.S. 033 Chelsea Prep","2016-17",622,323,299,142,89,178,54,159,87,20,286,"Manhattan","Elementary",3504,"GYM","Y","Inside","N",2,0.519292604501608,41.9,0.516077170418006,0.459807073954984
"120","02M033","P.S. 033 Chelsea Prep","2016-17",622,323,299,142,89,178,54,159,87,20,286,"Manhattan","Elementary",8950,"OUTDOOR YARD","Y","Outside","N",2,0.519292604501608,41.9,0.516077170418006,0.459807073954984
"121","02M040","P.S. 040 Augustus Saint-Gaudens","2016-17",650,336,314,70,18,93,67,402,119,25,54,"Manhattan","Elementary",4503,"GYM","Y","Inside","N",5,0.516923076923077,12.5,0.273846153846154,0.0830769230769231
"122","02M040","P.S. 040 Augustus Saint-Gaudens","2016-17",650,336,314,70,18,93,67,402,119,25,54,"Manhattan","Elementary",175,"MULTI-PURPOSE ROOM","Y","Inside","Y",5,0.516923076923077,12.5,0.273846153846154,0.0830769230769231
"123","02M040","P.S. 040 Augustus Saint-Gaudens","2016-17",650,336,314,70,18,93,67,402,119,25,54,"Manhattan","Elementary",408,"MULTI-PURPOSE ROOM","Y","Inside","Y",5,0.516923076923077,12.5,0.273846153846154,0.0830769230769231
